全汉昇（1912～2001），历史学家、教育家，著名的中国经济史研究专家。历任中央研究院总干事及该院历史语言研究所研究员、台湾大学经济系教授兼系主任、香港中文大学教授、新亚书院校长、新亚研究所所长、中央研究院院士，曾应美国芝加哥大学、哥伦比亚大学、哈佛大学及日本东洋文库之邀，担任访问学者和研究员。其著作主要有《中国经济史论丛》（包括论文三十三篇）《中国经济史研究》（包括论文二十一篇）《汉冶萍公司史略》。其他有专著《元代的纸币》《明末清初反对西洋文化的言论》《韩国战争与远东经济》《中国行会制度史》等。	全汉 历史学家 教育家 著名 中国 经济史 研究 专家 历任 中央研究院 总干事 该院 历史 语言 研究所 研究员 台湾大学 经济系 教授 系主任 香港中文大学 教授 新亚 书院 校长 新亚 研究所 所长 中央研究院 院士 曾应 美国芝加哥大学 哥伦比亚大学 哈佛大学 日本 东洋 文库 之邀 担任 访问学者 研究员 著作 主要 中国 经济史 论丛 包括 论文 三十三篇 中国 经济史 研究 包括 论文 一篇 汉冶萍 公司 史略 专著 元代 纸币 明末清初 反对 西洋 文化 言论 韩国 战争 远东 经济 中国 行会 制度
任剑辉(1913年2月4日—1989年11月29日)，原名任丽初，又名任婉仪，广东南海西樵人。演员。她自幼喜爱粤剧，广州小学毕业后十四岁那年跟随姨母小叫天（粤剧女小武）学习粤剧。得小叫天的引荐，跟从当时广州先施天台的全女班有女马师曾之称的粤剧女小武黄侣侠学艺。黄侣侠唱做摹仿马师曾，演的是诙谐戏，任剑辉一心要走正式的女文武生，对黄侣侠的马腔不感兴趣，却对粤剧一流文武生桂名扬之唱做极为心仪，闲时便往戏院打戏钉从中偷师学习，故当时任剑辉的身形台步，极受桂名扬的影响，因而有「女桂名扬」称号。[1] 	任剑辉 原名 任丽初 又名 任婉仪 广东 南海 西樵 演员 自幼 喜爱 粤剧 广州 小学 毕业 十四岁 那年 跟随 姨母 粤剧 女小武 学习 粤剧 引荐 当时 广州 先施 天台 全女 女马师 粤剧 女小武 黄侣 学艺 黄侣 摹仿 马师 诙谐 任剑辉 一心 正式 文武 黄侣 马腔 不感兴趣 粤剧 一流 文武 生桂 名扬 之唱 极为 心仪 闲时 戏院 打戏 从中 偷师 学习 当时 任剑辉 身形 台步 极受 名扬 影响 女桂 名扬 称号
许广平（1898年2月12日—1968年3月3日），笔名景宋，广东番禺人，鲁迅的第二任妻子。1917年就读天津直隶第一女子师范学校预科，担任天津爱国同志会会刊《醒世周刊》主编，并在周恩来领导下参加了“五四运动”。1923年考入北京女子高等师范学校国文系，成为鲁迅的学生。1927年1月，鲁迅到中山大学任教，许任助教和广州话翻译，与鲁迅在白云路租房同居；10月与鲁迅到上海正式同居。1929年，生子周海婴。1932年12月，与鲁迅的通信集《两地书》编辑出版。1949年后历任政务院副秘书长、全国人大常委、全国政协常委、全国妇联副主席、民主促进会副主席、全国文联主席团委员等职务。1968年3月，受“四人帮”逼害，在北京病逝，终年70岁。	许广平 笔名 景宋 广东 番禺 鲁迅 第二任 妻子 就读 天津 直隶 第一 女子 师范学校 预科 担任 天津 爱国 同志会 会刊 醒世 周刊 主编 周恩来 领导 参加 五四运动 考入 北京 女子 高等 师范学校 国文 成为 鲁迅 学生 鲁迅 中山大学 任教 许任 助教 广州话 翻译 鲁迅 白云路 租房 同居 鲁迅 上海 正式 同居 生子 周海婴 鲁迅 通信集 两地 编辑出版 历任 政务院 秘书长 全国人大 常委 全国政协 常委 全国妇联 主席 民主 促进会 主席 全国文联 主席团 委员 职务 四人帮 逼害 北京 病逝 终年
袁小田（1912年-1980年），男，出生于北京，演员、武术指导。1937年，袁小田应粤剧红伶薛觉先之邀赴港，在粤剧中负责北派武打场面。两年后，袁小田正式踏入影坛，在武侠片中担任武打、替身工作。	袁小田 生于 北京 演员 武术指导 袁小田应 粤剧 红伶 薛觉 粤剧 负责 北派 武打 场面 两年 袁小田 正式 踏入 影坛 武侠片 担任 武打 替身 工作
孔从洲（1906.10.2—1991.06.07），中华人民共和国开国中将，毛泽东亲家[1-2] ，陕西省西安市灞桥镇上桥梓口村人。在军旅生涯中，历任靖国军排长、连长、营长、团长，国民革命军旅长、师长、副军长，西北民主联军军长，豫西军区副司令员，第二野战军特种兵纵队副司令员等职。参加了北伐战争，参与了西安事变，举行了巩县起义，参加了解放陕县、灵宝、卢化、陕南等战斗和渡江战役。[3-4] 中华人民共和国成立后，历任西南军区炮兵司令员、军械部部长，高级炮兵学校校长，炮兵工程学院院长，炮兵副司令员等职，为建设强大的人民炮兵留下了不可磨灭的功绩。[5] 1955年被授予中将军衔。1991年6月7日在北京逝世，享年85岁。[3-4] （摘要图参考资料[2] [6] ）	孔从洲 1906.10 1991.06 中华人民共和国 开国 中将 毛泽东 亲家 陕西省 西安市 灞桥 镇上 桥梓 口村 军旅 生涯 历任 靖国军 排长 连长 营长 团长 国民革命军 旅长 师长 军长 西北 民主 联军 军长 豫西 军区 副司令员 野战军 特种兵 纵队 副司令员 参加 北伐战争 参与 西安事变 举行 巩县 起义 参加 解放 陕县 灵宝 卢化 陕南 战斗 渡江战役 中华人民共和国 成立 历任 西南 军区 炮兵 司令员 军械部 部长 高级 炮兵 学校 校长 炮兵 工程学院 院长 炮兵 副司令员 建设 强大 人民 炮兵 留下 不可磨灭 功绩 授予 中将 军衔 北京 逝世 享年 摘要 参考资料
乌兰夫（1906年12月23日～1988年12月8日），曾用名云泽、云时雨，化名陈云章。内蒙古土默特左旗塔布村人，蒙古族。1925年9月加入中国共产党。上将军衔。曾任中华人民共和国副主席、全国人民代表大会常务委员会副委员长，中国人民政治协商会议全国委员会副主席，中共中央统战部部长等职。乌兰夫同志是久经考验的共产主义战士、党和国家优秀的领导人、杰出的无产阶级革命家、卓越的民族工作领导人。乌兰夫把毕生精力献给了中国人民的解放事业和社会主义建设事业，为民族团结复兴和祖国统一繁荣建立了卓越的功勋，深受全党全国各族人民的尊敬和爱戴。	乌兰夫 曾用名 云泽 云时 化名 陈云 内蒙古 土默特左旗 塔布 蒙古族 加入 中国共产党 上将 军衔 曾任 中华人民共和国 主席 全国人民代表大会常务委员会 副委员长 中国人民政治协商会议全国委员会 主席 中共中央统战部 部长 乌兰夫 同志 久经考验 共产主义 战士 党和国家 优秀 领导人 杰出 无产阶级 革命家 卓越 民族 工作 领导人 乌兰夫 毕生精力 献给 中国 人民 解放事业 社会主义 建设 事业 民族团结 复兴 祖国统一 繁荣 建立 卓越 功勋 深受 全党全国 各族人民 尊敬 爱戴
包兆龙（1895～1982），又名大澍，袓籍浙江宁波，先后育有三子四女，为包玉刚之父。包兆龙于1930年代初期在汉口一带经营工厂，制做鞋子和帽，至1940年转住上海开设银号，并于1948年迁居香港。	包兆龙 又名 大澍 浙江 宁波 先后 育有 三子 四女 包玉刚 包兆龙 年代 初期 汉口 一带 经营 工厂 制做 鞋子 转住 上海 开设 银号 并于 迁居 香港
周佛海（1897年5月29日-1948年2月28日），湖南省沅陵县凉水井镇窝溪村人，中共一大代表，中国共产党的创始人之一，后成为卖国巨奸[1] 。1917年初夏，周佛海从上海的黄浦港乘船去了日本，进入鹿儿岛第七高等学校学习。周佛海在日本学习时，开始信仰共产主义。1921年7月，出席中共一大，成为唯一从境外赶回来的海外一大代表，并被选举为副总书记[2] 。1922年3月，考入东京京都帝国大学，此时周佛海动摇了信仰，逐渐与共产主义背道而驰。1924年9月，正式脱党并获准[3] 。周佛海一脱党，就走向了反共反人民的道路。抗日战争爆发后，周佛海成为汪精卫集团叛国投敌的主要策划者，暗中与日本侵略者勾结，进行谋求“和平”的勾当。1940年3月30日，任伪财政部长、伪军事委员会副委员长、伪中央政治委员会秘书长、伪中央储备银行总裁、伪警政部长、伪清乡委员会副委员长、伪物资统制审议委员会委员长等要职[4] 。1942年10月，周佛海背着汪精卫开展了“效命中央”的活动。1946年9月16日，国民党当局派专机将周佛海、丁默邨等人由重庆押送来南京，羁押在宁海路23号军统局看守所[5] 。1946年11月7日，国民党首都高等法院对周佛海作出判决：周佛海通谋敌国，图谋反抗本国，处死刑，褫夺公权终身。后蒋介石下令将周的死刑减为无期徒刑[6] 。1948年2月28日，周佛海在南京老虎桥监狱结束了反复无常的罪恶的一生，时年51岁[1] 。	周佛海 湖南省 沅陵县 凉水井 镇窝溪 村人 中共一大 代表 中国共产党 创始人 成为 卖国 巨奸 初夏 周佛海 上海 黄浦 乘船 日本 进入 鹿儿岛 第七 高等学校 学习 周佛海 日本 学习 信仰 共产主义 出席 中共一大 成为 唯一 境外 赶回来 海外 一大 代表 选举 总书记 考入 东京 京都 帝国 大学 此时 周佛海 动摇 信仰 逐渐 共产主义 背道而驰 正式 脱党 获准 周佛海 脱党 走向 反共 人民 道路 抗日战争 爆发 周佛海 成为 汪精卫 集团 叛国 投敌 主要 策划者 暗中 日本 侵略者 勾结 进行 谋求 和平 勾当 任伪 财政部长 伪军 委员会 副委员长 中央 政治 委员会 秘书长 中央 储备 银行 总裁 警政 部长 清乡 委员会 副委员长 物资 统制 审议 委员会 委员长 要职 周佛海 背着 汪精卫 开展 效命 中央 活动 国民党 当局 专机 周佛海 丁默 重庆 押送 南京 羁押 宁海 军统局 看守所 国民党 首都 高等法院 周佛海 作出 判决 周佛海 通谋 敌国 图谋 反抗 本国 处死刑 褫夺公权 终身 蒋介石 下令 死刑 无期徒刑 周佛海 南京 老虎 监狱 结束 反复无常 罪恶 一生 时年
陈乔年（1902年—1928年6月6日），安徽怀宁人，陈独秀次子，1915年入上海法语补习学校学习，两年后进入震旦大学学习。1919年底赴法勤工俭学，1922年发起成立旅欧中国少年共产党，同年转为中国共产党党员，是中共旅欧支部领导成员之一。1923年4月到苏联莫斯科东方劳动者共产主义大学学习。1924年回国，先后任中共北京地委组织部部长、北方区委组织部部长。1926年3月18日北方区委组织一万多名群众，声讨英美日等八国无理通牒中国的罪行。在陈乔年等北方区委领导人的带领下，游行示威群众向北洋军阀段祺瑞执政府门前行进，陈乔年被敌人刺刀刺伤胸口，在这种情况下，仍然组织群众进行撤离。1927年陈乔年在中共五大上当选为中央委员。同年5月任中共中央组织部副部长；6月起任中共顺直省委委员、中共中央代秘书长。大革命失败后，中共中央于1927年8月7日在汉口召开紧急会议，陈乔年出席会议，并对其父亲陈独秀在大革命中所犯的“错误”进行了严肃批评。会后，被党中央调任湖北省委组织部部长；同年秋，又被调任中共江苏省委组织部部长。他秘密深入工厂、机关和学校，恢复被破坏的党组织，重新聚集革命力量。1928年2月16日中共江苏省委机关遭到破坏，陈乔年被捕。1928年6月6日英勇就义，年仅26岁。[1] 	陈乔年 安徽 怀宁 陈独秀 次子 年入 上海 法语 补习学校 学习 两年 进入 震旦 大学 学习 年底 赴法 勤工俭学 发起 成立 旅欧中国少年共产党 同年 转为 中国共产党 党员 中共 旅欧 支部 领导成员 苏联 莫斯科 东方 劳动者 共产主义 大学 学习 回国 先后 中共 北京 地委 组织部 部长 北方 区委 组织部 部长 北方 区委 组织 一万多名 群众 声讨 英美 八国 无理 通牒 中国 罪行 陈乔年 北方 区委 领导人 带领 游行示威 群众 北洋军阀 段祺瑞 执政府 门前 行进 陈乔年 敌人 刺刀 刺伤 胸口 这种 情况 仍然 组织 群众 进行 撤离 陈乔年 中共 五大 当选 中央委员 同年 中共中央组织部 部长 起任 中共 顺直 省委 委员 中共中央 秘书长 大革命 失败 中共中央 汉口 召开 紧急会议 陈乔年 出席会议 父亲 陈独秀 大革命 中所犯 错误 进行 严肃 批评 会后 党中央 调任 湖北省委 组织部 部长 同年 调任 中共江苏省委 组织部 部长 秘密 深入 工厂 机关 学校 恢复 破坏 党组织 重新聚集 革命 力量 中共江苏省委 机关 遭到 破坏 陈乔年 被捕 英勇 就义 年仅
蒋介石（1887年10月31日-1975年4月5日），幼名瑞元、谱名周泰、学名志清，后改名中正，字介石。浙江奉化人，是近代中国著名政治人物及军事家，历任黄埔军校校长、国民革命军总司令、国民政府主席、行政院院长、国民政府军事委员会委员长、中华民国特级上将、中国国民党总裁、三民主义青年团团长、第二次世界大战同盟国中国战区最高统帅、中华民国总统等职。蒋中正受孙中山赏识而崛起于民国政坛，在孙去世后长期领导中国国民党达半世纪；其于国民政府时代一直居于军政核心，领导中国渡过对日抗战与二次大战，但其政治手腕与独裁统治亦遭受批评。其从政生涯横跨北伐、训政、国共内战、对日抗战、行宪、民国政府退守台湾及东西方冷战，在中国近代史上有重要地位。1975年4月5日，在台北士林官邸逝世。蒋介石是中国近现代史上的一个关键人物，他的政治生涯对中国近现代史的进程产生过极为重要的影响。	蒋介石 幼名 瑞元 谱名 周泰 学名 志清 改名 中正 介石 浙江 奉化 近代 中国 著名 政治 人物 军事家 历任 黄埔军校 校长 国民革命军 总司令 国民政府 主席 行政院 院长 国民政府军事委员会 委员长 中华民国 特级上将 中国国民党 总裁 三民主义 青年团 团长 第二次世界大战 同盟国 中国战区 最高 统帅 中华民国 总统 蒋中正 孙中山 赏识 崛起 民国 政坛 去世 长期 领导 中国国民党 半世纪 其于 国民政府 时代 居于 军政 核心 领导 中国 渡过 对日抗战 二次大战 政治 手腕 独裁统治 遭受 批评 从政 生涯 横跨 北伐 训政 国共 内战 对日抗战 行宪 民国 政府 退守 台湾 东西方 冷战 中国 近代史 重要 地位 台北 士林 官邸 逝世 蒋介石 中国 近现代史 关键人物 政治 生涯 中国 近现代史 进程 产生 极为重要 影响
爱新觉罗·载淳[1] （1856年4月27日—1875年1月12日），即清穆宗，清朝第十位皇帝，清定都北京后第八位皇帝，年号“同治”。为清文宗咸丰帝长子，生母为孝钦显皇后叶赫那拉氏。1861年至1875年在位，共13年。咸丰六年（1856年）三月二十三日（公历4月27日），同治帝生于北京紫禁城储秀宫。咸丰十一年（1861年）即位。同治帝在位期间，清政府依靠曾国藩、李鸿章、左宗棠等一批重臣镇压了太平天国起义。同治四年（1865年）僧格林沁的满蒙骑兵（八旗兵）中捻军埋伏后全歼，赖洋务派左宗棠与李鸿章分别灭西、东捻，捻军之乱到同治七年（1868年）为止。他在位期间清朝先后平定陕甘回变，同时兴办洋务新政，清朝后期出现了一个政治稳定的时期，史称“同治中兴”。同治十二年（1873年）同治帝亲政，同治十三年（1874年）十二月初五（公历1875年1月12日）崩于北京紫禁城养心殿，终年19岁。庙号穆宗。谥号继天开运受中居正保大定功圣智诚孝信敏恭宽明肃毅皇帝，葬于河北省遵化清东陵之惠陵。	爱新觉罗 载淳 即清 穆宗 清朝 第十位 皇帝 定都 北京 第八位 皇帝 同治 文宗 咸丰帝 长子 生母 孝钦显 皇后 叶赫那拉 在位 咸丰 六年 三月 二十三日 公历 同治帝 生于 北京 紫禁城 储秀宫 咸丰 十一年 即位 同治帝 在位 期间 清政府 依靠 曾国藩 李鸿章 左宗棠 一批 重臣 镇压 太平天国 起义 同治 四年 僧格林沁 满蒙 骑兵 八旗 捻军 埋伏 全歼 洋务派 左宗棠 李鸿章 分别 灭西 捻军 之乱 同治 七年 为止 在位 期间 清朝 先后 平定 陕甘 回变 兴办 洋务 新政 清朝 后期 出现 政治 稳定 时期 同治 中兴 同治 十二年 同治帝 亲政 同治 十三年 十二月 初五 公历 崩于 北京 紫禁城 养心殿 终年 庙号 穆宗 谥号 继天 开运 受中 居正 大定 功圣智诚 孝信敏 明肃毅 皇帝 葬于 河北省 遵化 清东陵 之惠陵
